Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","428","Latvia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","3163200","E","Estimated value"
"QCL","Crops and livestock products","428","Latvia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","3497100","E","Estimated value"
"QCL","Crops and livestock products","422","Lebanon","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","175491","E","Estimated value"
"QCL","Crops and livestock products","422","Lebanon","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","174469","E","Estimated value"
"QCL","Crops and livestock products","426","Lesotho","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","35279","E","Estimated value"
"QCL","Crops and livestock products","426","Lesotho","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","98821","E","Estimated value"
"QCL","Crops and livestock products","430","Liberia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","269000","E","Estimated value"
"QCL","Crops and livestock products","430","Liberia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","270000","E","Estimated value"
"QCL","Crops and livestock products","434","Libya","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","219380","E","Estimated value"
"QCL","Crops and livestock products","434","Libya","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","209411","E","Estimated value"
"QCL","Crops and livestock products","440","Lithuania","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","5207890","E","Estimated value"
"QCL","Crops and livestock products","440","Lithuania","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","6544720","E","Estimated value"
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","163590","E","Estimated value"
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","146230","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","4456721","E","Estimated value"
"QCL","Crops and livestock products","450","Madagascar","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","4459253","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","3703148","E","Estimated value"
"QCL","Crops and livestock products","454","Malawi","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","4028212","E","Estimated value"
"QCL","Crops and livestock products","458","Malaysia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","2413368","E","Estimated value"
"QCL","Crops and livestock products","458","Malaysia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","2389843","E","Estimated value"
"QCL","Crops and livestock products","462","Maldives","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","201","E","Estimated value"
"QCL","Crops and livestock products","462","Maldives","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","200","E","Estimated value"
"QCL","Crops and livestock products","466","Mali","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","10451432","E","Estimated value"
"QCL","Crops and livestock products","466","Mali","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","10352054","E","Estimated value"
"QCL","Crops and livestock products","470","Malta","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","470","Malta","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","478","Mauritania","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","479831","E","Estimated value"
"QCL","Crops and livestock products","478","Mauritania","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","486125","E","Estimated value"
"QCL","Crops and livestock products","480","Mauritius","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","516","E","Estimated value"
"QCL","Crops and livestock products","480","Mauritius","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","769","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","36164102","E","Estimated value"
"QCL","Crops and livestock products","484","Mexico","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","36375198","E","Estimated value"
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","278","E","Estimated value"
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","278","E","Estimated value"
"QCL","Crops and livestock products","496","Mongolia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","433306","E","Estimated value"
"QCL","Crops and livestock products","496","Mongolia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","430318","E","Estimated value"
"QCL","Crops and livestock products","499","Montenegro","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","6990","E","Estimated value"
"QCL","Crops and livestock products","499","Montenegro","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","7094","E","Estimated value"
"QCL","Crops and livestock products","504","Morocco","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","5314207","E","Estimated value"
"QCL","Crops and livestock products","504","Morocco","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","3303527","E","Estimated value"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1848259","E","Estimated value"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1948665","E","Estimated value"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","28682554","E","Estimated value"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","27552568","E","Estimated value"
"QCL","Crops and livestock products","516","Namibia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","70800","E","Estimated value"
"QCL","Crops and livestock products","516","Namibia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","174280","E","Estimated value"
"QCL","Crops and livestock products","520","Nauru","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","520","Nauru","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","524","Nepal","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","10625158","E","Estimated value"
"QCL","Crops and livestock products","524","Nepal","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","10935665","E","Estimated value"
"QCL","Crops and livestock products","528","Netherlands","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1541910","E","Estimated value"
"QCL","Crops and livestock products","528","Netherlands","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1364440","E","Estimated value"
"QCL","Crops and livestock products","540","New Caledonia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","8951","E","Estimated value"
"QCL","Crops and livestock products","540","New Caledonia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","10125","E","Estimated value"
"QCL","Crops and livestock products","554","New Zealand","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1017354","E","Estimated value"
"QCL","Crops and livestock products","554","New Zealand","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1018761","E","Estimated value"
"QCL","Crops and livestock products","558","Nicaragua","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","925610","E","Estimated value"
"QCL","Crops and livestock products","558","Nicaragua","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","905198","E","Estimated value"
"QCL","Crops and livestock products","562","Niger","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","5339062","E","Estimated value"
"QCL","Crops and livestock products","562","Niger","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","5878468","E","Estimated value"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","29943308","E","Estimated value"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","28672504","E","Estimated value"
"QCL","Crops and livestock products","807","North Macedonia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","563118","E","Estimated value"
"QCL","Crops and livestock products","807","North Macedonia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","578836","E","Estimated value"
"QCL","Crops and livestock products","578","Norway","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1323700","E","Estimated value"
"QCL","Crops and livestock products","578","Norway","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1239000","E","Estimated value"
"QCL","Crops and livestock products","512","Oman","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","65414","E","Estimated value"
"QCL","Crops and livestock products","512","Oman","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","182051","E","Estimated value"
"QCL","Crops and livestock products","586","Pakistan","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","40205238","E","Estimated value"
"QCL","Crops and livestock products","586","Pakistan","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","42540915","E","Estimated value"
"QCL","Crops and livestock products","275","Palestine","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","50668","E","Estimated value"
"QCL","Crops and livestock products","275","Palestine","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","50655","E","Estimated value"
"QCL","Crops and livestock products","591","Panama","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","497774","E","Estimated value"
"QCL","Crops and livestock products","591","Panama","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","529715","E","Estimated value"
"QCL","Crops and livestock products","598","Papua New Guinea","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","17998","E","Estimated value"
"QCL","Crops and livestock products","598","Papua New Guinea","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","18015","E","Estimated value"
"QCL","Crops and livestock products","600","Paraguay","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","8112030","E","Estimated value"
"QCL","Crops and livestock products","600","Paraguay","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","8433186","E","Estimated value"
"QCL","Crops and livestock products","604","Peru","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","5284025","E","Estimated value"
"QCL","Crops and livestock products","604","Peru","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","5406607","E","Estimated value"
"QCL","Crops and livestock products","608","Philippines","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","26794251","E","Estimated value"
"QCL","Crops and livestock products","608","Philippines","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","27413963","E","Estimated value"
"QCL","Crops and livestock products","616","Poland","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","28450920","E","Estimated value"
"QCL","Crops and livestock products","616","Poland","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","34865080","E","Estimated value"
"QCL","Crops and livestock products","620","Portugal","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1163890","E","Estimated value"
"QCL","Crops and livestock products","620","Portugal","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1056070","E","Estimated value"
"QCL","Crops and livestock products","630","Puerto Rico","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","158","E","Estimated value"
"QCL","Crops and livestock products","630","Puerto Rico","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","173","E","Estimated value"
"QCL","Crops and livestock products","634","Qatar","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1011","E","Estimated value"
"QCL","Crops and livestock products","634","Qatar","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1803","E","Estimated value"
"QCL","Crops and livestock products","410","Republic of Korea","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","5272879","E","Estimated value"
"QCL","Crops and livestock products","410","Republic of Korea","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","4945284","E","Estimated value"
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","3498682","E","Estimated value"
"QCL","Crops and livestock products","498","Republic of Moldova","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1478349","E","Estimated value"
"QCL","Crops and livestock products","642","Romania","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","30411970","E","Estimated value"
"QCL","Crops and livestock products","642","Romania","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","19373760","E","Estimated value"
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","117876704","E","Estimated value"
"QCL","Crops and livestock products","643","Russian Federation","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","130037708","E","Estimated value"
"QCL","Crops and livestock products","646","Rwanda","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","733170","E","Estimated value"
"QCL","Crops and livestock products","646","Rwanda","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","753504","E","Estimated value"
"QCL","Crops and livestock products","662","Saint Lucia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","","E","Estimated value"
"QCL","Crops and livestock products","662","Saint Lucia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","","E","Estimated value"
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","900","E","Estimated value"
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","848","E","Estimated value"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1098","E","Estimated value"
"QCL","Crops and livestock products","678","Sao Tome and Principe","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","681","E","Estimated value"
"QCL","Crops and livestock products","682","Saudi Arabia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1262801","E","Estimated value"
"QCL","Crops and livestock products","682","Saudi Arabia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1180993","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","2768798","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","3640545","E","Estimated value"
"QCL","Crops and livestock products","688","Serbia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","10461255","E","Estimated value"
"QCL","Crops and livestock products","688","Serbia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","11472036","E","Estimated value"
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1084057","E","Estimated value"
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1170307","E","Estimated value"
"QCL","Crops and livestock products","703","Slovakia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","4104050","E","Estimated value"
"QCL","Crops and livestock products","703","Slovakia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","4580900","E","Estimated value"
"QCL","Crops and livestock products","705","Slovenia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","642250","E","Estimated value"
"QCL","Crops and livestock products","705","Slovenia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","749470","E","Estimated value"
"QCL","Crops and livestock products","090","Solomon Islands","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","2740","E","Estimated value"
"QCL","Crops and livestock products","090","Solomon Islands","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","2745","E","Estimated value"
"QCL","Crops and livestock products","706","Somalia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","184325","E","Estimated value"
"QCL","Crops and livestock products","706","Somalia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","177226","E","Estimated value"
"QCL","Crops and livestock products","710","South Africa","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","13323672","E","Estimated value"
"QCL","Crops and livestock products","710","South Africa","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","18237226","E","Estimated value"
"QCL","Crops and livestock products","728","South Sudan","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","818000","E","Estimated value"
"QCL","Crops and livestock products","728","South Sudan","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","874000","E","Estimated value"
"QCL","Crops and livestock products","724","Spain","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","20589030","E","Estimated value"
"QCL","Crops and livestock products","724","Spain","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","27320900","E","Estimated value"
"QCL","Crops and livestock products","144","Sri Lanka","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","4837907","E","Estimated value"
"QCL","Crops and livestock products","144","Sri Lanka","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","5434887","E","Estimated value"
"QCL","Crops and livestock products","729","Sudan","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","5630000","E","Estimated value"
"QCL","Crops and livestock products","729","Sudan","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","3821458","E","Estimated value"
"QCL","Crops and livestock products","740","Suriname","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","274408","E","Estimated value"
"QCL","Crops and livestock products","740","Suriname","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","285858","E","Estimated value"
"QCL","Crops and livestock products","752","Sweden","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","6147700","E","Estimated value"
"QCL","Crops and livestock products","752","Sweden","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","5954500","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","929844","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1007794","E","Estimated value"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","6356573","E","Estimated value"
"QCL","Crops and livestock products","760","Syrian Arab Republic","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","5322612","E","Estimated value"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1336388","E","Estimated value"
"QCL","Crops and livestock products","762","Tajikistan","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1280841","E","Estimated value"
"QCL","Crops and livestock products","764","Thailand","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","33610006","E","Estimated value"
"QCL","Crops and livestock products","764","Thailand","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","35507800","E","Estimated value"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","156000","E","Estimated value"
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","144000","E","Estimated value"
"QCL","Crops and livestock products","768","Togo","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1372361","E","Estimated value"
"QCL","Crops and livestock products","768","Togo","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1357456","E","Estimated value"
"QCL","Crops and livestock products","780","Trinidad and Tobago","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","5575","E","Estimated value"
"QCL","Crops and livestock products","780","Trinidad and Tobago","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","5734","E","Estimated value"
"QCL","Crops and livestock products","788","Tunisia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","2426801","E","Estimated value"
"QCL","Crops and livestock products","788","Tunisia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1564798","E","Estimated value"
"QCL","Crops and livestock products","792","Türkiye","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","34398698","E","Estimated value"
"QCL","Crops and livestock products","792","Türkiye","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","37184688","E","Estimated value"
"QCL","Crops and livestock products","795","Turkmenistan","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","1690057","E","Estimated value"
"QCL","Crops and livestock products","795","Turkmenistan","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1533057","E","Estimated value"
"QCL","Crops and livestock products","800","Uganda","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","4274000","E","Estimated value"
"QCL","Crops and livestock products","800","Uganda","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","3436305","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","74442198","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","64342357","E","Estimated value"
"QCL","Crops and livestock products","784","United Arab Emirates","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","26072","E","Estimated value"
"QCL","Crops and livestock products","784","United Arab Emirates","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","15978","E","Estimated value"
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","25517303","E","Estimated value"
"QCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","18961989","E","Estimated value"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","10404922","E","Estimated value"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","12492601","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","420873484","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","434875197","E","Estimated value"
"QCL","Crops and livestock products","858","Uruguay","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","3564871","E","Estimated value"
"QCL","Crops and livestock products","858","Uruguay","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","3503020","E","Estimated value"
"QCL","Crops and livestock products","860","Uzbekistan","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","6995666","E","Estimated value"
"QCL","Crops and livestock products","860","Uzbekistan","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","7121545","E","Estimated value"
"QCL","Crops and livestock products","548","Vanuatu","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","927","E","Estimated value"
"QCL","Crops and livestock products","548","Vanuatu","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","938","E","Estimated value"
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","2122842","E","Estimated value"
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","2016380","E","Estimated value"
"QCL","Crops and livestock products","704","Viet Nam","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","48231532","E","Estimated value"
"QCL","Crops and livestock products","704","Viet Nam","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","47320537","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","456714","E","Estimated value"
"QCL","Crops and livestock products","887","Yemen","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","447496","E","Estimated value"
"QCL","Crops and livestock products","894","Zambia","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","2223127","E","Estimated value"
"QCL","Crops and livestock products","894","Zambia","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","3685484","E","Estimated value"
"QCL","Crops and livestock products","716","Zimbabwe","5510","Production","F1717","Cereals, Total","2019","2019","tonnes","665633","E","Estimated value"
"QCL","Crops and livestock products","716","Zimbabwe","5510","Production","F1717","Cereals, Total","2020","2020","tonnes","1598038","E","Estimated value"
